prompt,response
"['2 pounds ground beef chuck ', '1 pound bulk Italian sausage ', '3 (15 ounce) cans chili beans, drained ', '1 (15 ounce) can chili beans in spicy sauce ', '2 (28 ounce) cans diced tomatoes with juice ', '1 (6 ounce) can tomato paste ', '1 large yellow onion, chopped ', '3 stalks celery, chopped ', '1 green bell pepper, seeded and chopped ', '1 red bell pepper, seeded and chopped ', '2 green chile peppers, seeded and chopped ', '1 tablespoon bacon bits ', '4 cubes beef bouillon ', '1/2 cup beer ', '1/4 cup chili powder ', '1 tablespoon Worcestershire sauce ', '1 tablespoon minced garlic ', '1 tablespoon dried oregano ', '2 teaspoons ground cumin ', '2 teaspoons hot pepper sauce (e.g. Tabasco™) ', '1 teaspoon dried basil ', '1 teaspoon salt ', '1 teaspoon ground black pepper ', '1 teaspoon cayenne pepper ', '1 teaspoon paprika ', '1 teaspoon white sugar ', '1 (10.5 ounce) bag corn chips such as Fritos® ', '1 (8 ounce) package shredded Cheddar cheese ', '']","Heat a large stock pot over medium-high heat. Crumble the ground chuck and sausage into the hot pan, and cook until evenly browned. Drain off excess grease.
Pour in the chili beans, spicy chili beans, diced tomatoes and tomato paste. Add the onion, celery, green and red bell peppers, chile peppers, bacon bits, bouillon, and beer. Season with chili powder, Worcestershire sauce, garlic, oregano, cumin, hot pepper sauce, basil, salt, pepper, cayenne, paprika, and sugar. Stir to blend, then cover and simmer over low heat for at least 2 hours, stirring occasionally.
After 2 hours, taste, and adjust salt, pepper, and chili powder if necessary. The longer the chili simmers, the better it will taste. Remove from heat and serve, or refrigerate, and serve the next day.
To serve, ladle into bowls, and top with corn chips and shredded Cheddar cheese.
"
"['6 pork chops ', '1 teaspoon garlic powder ', '1 teaspoon seasoning salt ', '2 egg, beaten ', '1/4 cup all-purpose flour ', '2 cups Italian-style seasoned bread crumbs ', '4 tablespoons olive oil ', '1 (10.75 ounce) can condensed cream of mushroom soup ', '1/2 cup milk ', '1/3 cup white wine ', '']","Preheat oven to 350 degrees F (175 degrees ).
Rinse pork chops, pat dry, and season with garlic powder and seasoning salt to taste. Place the beaten eggs in a small bowl. Dredge the pork chops lightly in flour, dip in the egg, and coat liberally with bread crumbs.
Heat the oil in a medium skillet over medium-high heat. Fry the pork chops 5 minutes per side, or until the breading appears well browned. Transfer the chops to a 9x13 inch baking dish, and cover with foil.
Bake in the preheated oven for 1 hour. While baking, combine the cream of mushroom soup, milk and white wine in a medium bowl. After the pork chops have baked for an hour, cover them with the soup mixture. Replace foil, and bake for another 30 minutes.
"
"['2 3/4 cups all-purpose flour ', '1 teaspoon baking soda ', '1/2 teaspoon baking powder ', '1 cup butter, softened ', '1 1/2 cups white sugar ', '1 egg ', '1 teaspoon vanilla extract ', '']","Preheat oven to 375 degrees F (190 degrees ). In a small bowl, stir together flour, baking soda, and baking powder. Set aside.
In a large bowl, cream together the butter and sugar until smooth. Beat in egg and vanilla. Gradually blend in the dry ingredients. Roll rounded teaspoonfuls of dough into balls, and place onto ungreased cookie sheets.
Bake 8 to 10 minutes in the preheated oven, or until golden. Let stand on cookie sheet two minutes before removing to cool on wire racks.
"
"['1 onion, chopped ', '1 (16 ounce) can chili beans ', '1 (15 ounce) can black beans ', '1 (15 ounce) can whole kernel corn, drained ', '1 (8 ounce) can tomato sauce ', '1 (12 fluid ounce) can or bottle beer ', '2 (10 ounce) cans diced tomatoes with green chilies, undrained ', '1 (1.25 ounce) package taco seasoning ', '3 whole skinless, boneless chicken breasts ', '1 (8 ounce) package shredded Cheddar cheese (optional) ', 'sour cream (optional) ', 'crushed tortilla chips (optional) ', '']","Place the onion, chili beans, black beans, corn, tomato sauce, beer, and diced tomatoes in a slow cooker. Add taco seasoning, and stir to blend. Lay chicken breasts on top of the mixture, pressing down slightly until just covered by the other ingredients. Set slow cooker for low heat, cover, and cook for 5 hours.
Remove chicken breasts from the soup, and allow to cool long enough to be handled. Stir the shredded chicken back into the soup, and continue cooking for 2 hours. Serve topped with shredded Cheddar cheese, a dollop of sour cream, and crushed tortilla chips, if desired.
"
"['1/2 cup butter ', '2/3 cup white sugar ', '2 eggs ', '1 cup buttermilk ', '1/2 teaspoon baking soda ', '1 cup cornmeal ', '1 cup all-purpose flour ', '1/2 teaspoon salt ', '']","Preheat oven to 375 degrees F (175 degrees ). Grease an 8 inch square pan.
Melt butter in large skillet. Remove from heat and stir in sugar. Quickly add eggs and beat until well blended. Combine buttermilk with baking soda and stir into mixture in pan. Stir in cornmeal, flour, and salt until well blended and few lumps remain. Pour batter into the prepared pan.
Bake in the preheated oven for 30 to 40 minutes, or until a toothpick inserted in the center comes out clean.
"
"['1 pound dry ziti pasta ', '1 onion, chopped ', '1 pound lean ground beef ', '2 (26 ounce) jars spaghetti sauce ', '6 ounces provolone cheese, sliced ', '1 1/2 cups sour cream ', '6 ounces mozzarella cheese, shredded ', '2 tablespoons grated Parmesan cheese ', '']","Bring a large pot of lightly salted water to a boil. Add ziti pasta, and cook until al dente, about 8 minutes; drain.
In a large skillet, brown onion and ground beef over medium heat. Add spaghetti sauce, and simmer 15 minutes.
Preheat the oven to 350 degrees F (175 degrees ). Butter a 9x13 inch baking dish. Layer as follows: 1/2 of the ziti, Provolone cheese, sour cream, 1/2 sauce mixture, remaining ziti, mozzarella cheese and remaining sauce mixture. Top with grated Parmesan cheese.
Bake for 30 minutes in the preheated oven, or until cheeses are melted.
"
"['1/2 cup butter, melted ', '1 cup white sugar ', '2 eggs ', '1 teaspoon vanilla extract ', '1 1/2 cups all-purpose flour ', '1 teaspoon baking soda ', '1/2 teaspoon salt ', '1/2 cup sour cream ', '1/2 cup chopped walnuts ', '2 medium bananas, sliced ', '']","Preheat oven to 350 degrees F (175 degrees ). Grease a 9x5 inch loaf pan.
In a large bowl, stir together the melted butter and sugar. Add the eggs and vanilla, mix well. Combine the flour, baking soda and salt, stir into the butter mixture until smooth. Finally, fold in the sour cream, walnuts and bananas. Spread evenly into the prepared pan.
Bake at 350 degrees F (175 degrees ) for 60 minutes, or until a toothpick inserted into the center of the loaf comes out clean. Cool loaf in the pan for 10 minutes before removing to a wire rack to cool completely.
"
"['2 1/4 cups all-purpose flour ', '2 teaspoons ground ginger ', '1 teaspoon baking soda ', '3/4 teaspoon ground cinnamon ', '1/2 teaspoon ground cloves ', '1/4 teaspoon salt ', '3/4 cup margarine, softened ', '1 cup white sugar ', '1 egg ', '1 tablespoon water ', '1/4 cup molasses ', '2 tablespoons white sugar ', '']","Preheat oven to 350 degrees F (175 degrees ). Sift together the flour, ginger, baking soda, cinnamon, cloves, and salt. Set aside.
In a large bowl, cream together the margarine and 1 cup sugar until light and fluffy. Beat in the egg, then stir in the water and molasses. Gradually stir the sifted ingredients into the molasses mixture. Shape dough into walnut sized balls, and roll them in the remaining 2 tablespoons of sugar. Place the cookies 2 inches apart onto an ungreased cookie sheet, and flatten slightly.
Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely. Store in an airtight container.
"
"['1/2 cup butter, softened ', '1/2 cup shortening ', '1 1/2 cups white sugar ', '2 eggs ', '2 teaspoons vanilla extract ', '2 3/4 cups all-purpose flour ', '2 teaspoons cream of tartar ', '1 teaspoon baking soda ', '1/4 teaspoon salt ', '2 tablespoons white sugar ', '2 teaspoons ground cinnamon ', '']","Preheat oven to 400 degrees F (200 degrees ).
Cream together butter, shortening, 1 1/2 cups sugar, the eggs and the vanilla. Blend in the flour, cream of tartar, soda and salt. Shape dough by rounded spoonfuls into balls.
Mix the 2 tablespoons sugar and the cinnamon. Roll balls of dough in mixture. Place 2 inches apart on ungreased baking sheets.
Bake 8 to 10 minutes, or until set but not too hard. Remove immediately from baking sheets.
"
"['1 tablespoon chili powder ', '1/4 teaspoon garlic powder ', '1/4 teaspoon onion powder ', '1/4 teaspoon crushed red pepper flakes ', '1/4 teaspoon dried oregano ', '1/2 teaspoon paprika ', '1 1/2 teaspoons ground cumin ', '1 teaspoon sea salt ', '1 teaspoon black pepper ', '']","In a small bowl, mix together chili powder, garlic powder, onion powder, red pepper flakes, oregano, paprika, cumin, salt and pepper. Store in an airtight container.
"
"['1 pound lean ground beef ', '1/4 cup chopped onion ', '1/4 cup chopped green bell pepper ', '1/2 teaspoon garlic powder ', '1 teaspoon prepared yellow mustard ', '3/4 cup ketchup ', '3 teaspoons brown sugar ', 'salt to taste ', 'ground black pepper to taste ', '']","In a medium skillet over medium heat, brown the ground beef, onion, and green pepper; drain off liquids.
Stir in the garlic powder, mustard, ketchup, and brown sugar; mix thoroughly. Reduce heat, and simmer for 30 minutes. Season with salt and pepper.
"
"['1 cup warm milk (110 degrees F/45 degrees ) ', '2 eggs, room temperature ', '1/3 cup margarine, melted ', '4 1/2 cups bread flour ', '1 teaspoon salt ', '1/2 cup white sugar ', '2 1/2 teaspoons bread machine yeast ', '1 cup brown sugar, packed ', '2 1/2 tablespoons ground cinnamon ', '1/3 cup butter, softened ', '1 (3 ounce) package cream cheese, softened ', '1/4 cup butter, softened ', ""1 1/2 cups confectioners' sugar "", '1/2 teaspoon vanilla extract ', '1/8 teaspoon salt ', '']","Place ingredients in the pan of the bread machine in the order recommended by the manufacturer. Select dough cycle; press Start.
After the dough has doubled in size turn it out onto a lightly floured surface, cover and let rest for 10 minutes. In a small bowl, combine brown sugar and cinnamon.
Roll dough into a 16x21-inch rectangle. Spread dough with 1/3 cup butter and sprinkle evenly with sugar/cinnamon mixture. Roll up dough and cut into 12 rolls. Place rolls in a lightly greased 9x13 inch baking pan. Cover and let rise until nearly doubled, about 30 minutes. Meanwhile, preheat oven to 400 degrees F (200 degrees ).
Bake rolls in preheated oven until golden brown, about 15 minutes. While rolls are baking, beat together cream cheese, 1/4 cup butter, confectioners' sugar, vanilla extract and salt. Spread frosting on warm rolls before serving.
"
"[""1 (18.25 ounce) package devil's food cake mix "", '1 (5.9 ounce) package instant chocolate pudding mix ', '1 cup sour cream ', '1 cup vegetable oil ', '4 eggs ', '1/2 cup warm water ', '2 cups semisweet chocolate chips ', '']","Preheat oven to 350 degrees F (175 degrees ).
In a large bowl, mix together the cake and pudding mixes, sour cream, oil, beaten eggs and water. Stir in the chocolate chips and pour batter into a well greased 12 cup bundt pan.
Bake for 50 to 55 minutes, or until top is springy to the touch and a wooden toothpick inserted comes out clean. Cool cake thoroughly in pan at least an hour and a half before inverting onto a plate If desired, dust the cake with powdered sugar.
"
"['4 eggs ', '1 1/4 cups vegetable oil ', '2 cups white sugar ', '2 teaspoons vanilla extract ', '2 cups all-purpose flour ', '2 teaspoons baking soda ', '2 teaspoons baking powder ', '1/2 teaspoon salt ', '2 teaspoons ground cinnamon ', '3 cups grated carrots ', '1 cup chopped pecans ', '1/2 cup butter, softened ', '8 ounces cream cheese, softened ', ""4 cups confectioners' sugar "", '1 teaspoon vanilla extract ', '1 cup chopped pecans ', '']","Preheat oven to 350 degrees F (175 degrees ). Grease and flour a 9x13 inch pan.
In a large bowl, beat together eggs, oil, white sugar and 2 teaspoons vanilla. Mix in flour, baking soda, baking powder, salt and cinnamon. Stir in carrots. Fold in pecans. Pour into prepared pan.
Bake in the preheated oven for 40 to 50 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.
To Make Frosting: In a medium bowl, combine butter, cream cheese, confectioners' sugar and 1 teaspoon vanilla. Beat until the mixture is smooth and creamy. Stir in chopped pecans. Frost the cooled cake.
"
"['10 cups all-purpose apples, peeled, cored and sliced ', '1 cup white sugar ', '1 tablespoon all-purpose flour ', '1 teaspoon ground cinnamon ', '1/2 cup water ', '1 cup quick-cooking oats ', '1 cup all-purpose flour ', '1 cup packed brown sugar ', '1/4 teaspoon baking powder ', '1/4 teaspoon baking soda ', '1/2 cup butter, melted ', '']","Preheat oven to 350 degrees F (175 degree ).
Place the sliced apples in a 9x13 inch pan. Mix the white sugar, 1 tablespoon flour and ground cinnamon together, and sprinkle over apples. Pour water evenly over all.
Combine the oats, 1 cup flour, brown sugar, baking powder, baking soda and melted butter together. Crumble evenly over the apple mixture.
Bake at 350 degrees F (175 degrees ) for about 45 minutes.
"
"['2 cups warm water (110 degrees F/45 degrees ) ', '2/3 cup white sugar ', '1 1/2 tablespoons active dry yeast ', '1 1/2 teaspoons salt ', '1/4 cup vegetable oil ', '6 cups bread flour ', '']","In a large bowl, dissolve the sugar in warm water, and then stir in yeast. Allow to proof until yeast resembles a creamy foam.
Mix salt and oil into the yeast. Mix in flour one cup at a time. Knead dough on a lightly floured surface until smooth. Place in a well oiled bowl, and turn dough to coat. Cover with a damp cloth. Allow to rise until doubled in bulk, about 1 hour.
Punch dough down. Knead for a few minutes, and divide in half. Shape into loaves, and place into two well oiled 9x5 inch loaf pans. Allow to rise for 30 minutes, or until dough has risen 1 inch above pans.
Bake at 350 degrees F (175 degrees ) for 30 minutes.
"
